Time,Epochs,Samples,Obj,GradMap
0.847959041595459,0.0,0,0.062105452222077424,0.01568585231285274
15.820879220962524,2.001252986168944,1162752,0.02252794436679006,0.0033477435561157214
31.04197096824646,4.002505972338024,2325504,0.015455079118508071,0.0019935250997185454
46.11498713493347,6.003758958507103,3488256,0.012131329460782308,0.001430922140568827
60.53341484069824,8.005011944676182,4651008,0.010129018665222337,0.0011162259832426513
74.95210695266724,10.006264930845262,5813760,0.008779719352450895,0.0009154435713649722
90.18057703971863,12.007517917014342,6976512,0.0077946632520607155,0.0007751620777669766
104.74275302886963,14.008770903183422,8139264,0.007042337145378877,0.0006719684952372627
119.9201238155365,16.010023889352496,9302016,0.00644508934325517,0.0005927141739020029
135.07520699501038,18.01127687552023,10464768,0.005958850372108474,0.000530122410249095
150.98319792747498,20.012529861687966,11627520,0.005553767228893732,0.0004792529246889699
166.9686541557312,22.0137828478557,12790272,0.005209475537984964,0.0004370412973915162
182.33429980278015,24.015035834023436,13953024,0.0049139128859858145,0.0004016453968233149
197.48142099380493,26.01628882019117,15115776,0.004656300125201205,0.00037143071919449157
212.73232579231262,28.017541806358906,16278528,0.00443023396883271,0.00034540576953287234
227.27974700927734,30.01879479252664,17441280,0.004229772509329888,0.00032277942486464806
240.8037929534912,32.02004777869438,18604032,0.004049770285923064,0.00030278105612615446
254.0749340057373,34.02130076486211,19766784,0.0038879052137636987,0.00028509965438310703
267.44256591796875,36.02255375102985,20929536,0.0037415902866267206,0.00026936632663504263
282.2422001361847,38.02380673719758,22092288,0.003607983870999663,0.00025523194106269405
296.1987340450287,40.02505972336532,23255040,0.003486071893805539,0.0002425108014457567
310.8416829109192,42.02631270953305,24417792,0.0033738340810095537,0.0002309508437348982
325.09978199005127,44.02756569570079,25580544,0.003269951473696366,0.00022039670328720585
340.63410210609436,46.02881868186852,26743296,0.0031740829707290782,0.00021079116429743305
354.3039400577545,48.03007166803626,27906048,0.0030847035287884014,0.00020192781236156874
369.87261295318604,50.03132465420399,29068800,0.0030014678875597382,0.0001937783797187407
384.44258213043213,52.03257764037173,30231552,0.002923897800912737,0.00018627498599780844
397.81695008277893,54.03383062653946,31394304,0.0028509756260387082,0.00017930434911266207
412.4479629993439,56.0350836127072,32557056,0.0027824786446388815,0.00017281879852411384
427.1918110847473,58.03633659887493,33719808,0.0027182314260303007,0.0001667906726021445
439.65051198005676,60.03758958504267,34882560,0.0026577358763859734,0.00016117856142014374
451.45629382133484,62.0388425712104,36045312,0.0026001227673923483,0.00015587998402986423
463.342759847641,64.04009555737825,37208064,0.0025457477590553313,0.0001509491616045946
475.2266149520874,66.04134854355136,38370816,0.0024939565643622343,0.00014629142592585573
487.0960819721222,68.04260152972448,39533568,0.002444778360739276,0.00014190145699648457
498.2645728588104,70.04385451589759,40696320,0.002398032408477149,0.00013776015380264592
510.02135396003723,72.0451075020707,41859072,0.0023533951625887626,0.00013385113993978414
523.0436029434204,74.04636048824382,43021824,0.0023107758372980197,0.00013013910924493377
535.9762449264526,76.04761347441693,44184576,0.0022700829407951506,0.0001266276063041791
547.9329640865326,78.04886646059005,45347328,0.0022313631622363893,0.00012331477246108104
559.9067950248718,80.05011944676316,46510080,0.0021941999618920087,0.00012015434808593662
571.8623118400574,82.05137243293628,47672832,0.0021584798942480307,0.00011714490787256577
584.0416760444641,84.05262541910939,48835584,0.002124291000531743,0.00011428509174597567
596.486869096756,86.0538784052825,49998336,0.002091443213626329,0.00011155865282952924
608.4961049556732,88.05513139145562,51161088,0.002059803799484072,0.00010895341489989408
620.4333288669586,90.05638437762873,52323840,0.0020294701265535886,0.00010646294712066576
631.878485918045,92.05763736380185,53486592,0.0020003404390069313,0.00010409654282013118
643.9342341423035,94.05889034997496,54649344,0.001972222192122034,9.731808933977984e-05
656.4145321846008,96.06014333614807,55812096,0.001945086890548714,9.964979697560173e-05
668.3367390632629,98.06139632232119,56974848,0.001918863495445797,9.756289560439301e-05
679.88574385643,100.00184505660265,58102272,0.0018942637532676184,9.562359431608588e-05
