Time,Epochs,Samples,Obj,GradMap
0.038516998291015625,0.0,0,1.2969137187104707,0.6095644390340277
0.07557106018066406,2.0,65122,1.2969137187104707,0.6095644390340277
0.6250419616699219,4.004852430822153,130402,0.2237780660500221,0.02154519726881011
1.2163829803466797,6.009704861644305,195682,0.19253208770239122,0.008788846368225144
1.8131799697875977,8.014557292466456,260962,0.184232249214187,0.0049642859106615094
2.4490230083465576,10.019409723288458,326242,0.18092014333737744,0.0032095910857663167
3.0087802410125732,12.02426215411046,391522,0.1795372317059093,0.0023214126515586305
3.5703439712524414,14.029114584932461,456802,0.17884750275659117,0.0017991855368948977
4.131075143814087,16.033967015754467,522082,0.17840249872907143,0.0014594517313454573
4.729775905609131,18.03881944657677,587362,0.17814122555165074,0.0012209091639063213
5.275454998016357,20.043671877399074,652642,0.17794572973244208,0.0010448114607582463
5.837938070297241,22.048524308221378,717922,0.17781018887708896,0.0009095975406286514
6.377076148986816,24.05337673904368,783202,0.17770024924809433,0.0008034081597742992
6.858772039413452,27.58649918614309,898244,0.17763665621912,0.0007374623856822328
7.386404275894165,29.591351616965394,963524,0.17756981349893522,0.0006665351371522809
7.953741073608398,31.596204047787698,1028804,0.17750183488230614,0.0006089915436606772
8.483301162719727,33.60105647860952,1094084,0.17745275599503507,0.0005619996400756487
9.0345139503479,35.60590890943122,1159364,0.17741116555104092,0.0005233554241305717
9.584030151367188,37.61076134025292,1224644,0.17737735395841167,0.0004912650377199982
10.142455101013184,39.61561377107462,1289924,0.17733879928781462,0.0004643082615769348
10.691066980361938,41.62046620189632,1355204,0.177313988613779,0.0004415790562194902
11.30168604850769,43.62531863271802,1420484,0.17728442009551693,0.00042192529751243957
11.849630117416382,45.63017106353972,1485764,0.17726471411589767,0.0004049690422974778
12.405258178710938,47.63502349436142,1551044,0.17724245705669261,0.0003901853431466919
12.934799194335938,49.63987592518312,1616324,0.1772220631411161,0.00037716750696188423
13.400467157363892,53.172998372282066,1731366,0.1772094770639746,0.0003681538391569322
13.949003219604492,55.177850803103766,1796646,0.1771943720436449,0.0003575074461908652
14.489174127578735,57.182703233925466,1861926,0.1771798956507802,0.00034782556914952385
15.03026795387268,59.187555664747165,1927206,0.17716654189897715,0.00033903072275869294
15.593412160873413,61.192408095568865,1992486,0.17715169454828325,0.00033097003825397636
16.14359211921692,63.197260526390565,2057766,0.17714073754722667,0.00032356263422070563
16.68239426612854,65.20211295721226,2123046,0.17712998921780593,0.0003166370568074098
17.234620094299316,67.20696538803396,2188326,0.17711962737153403,0.0003101957916491685
17.777631998062134,69.21181781885566,2253606,0.17711033054603503,0.0003042091254181359
18.305926084518433,71.21667024967736,2318886,0.17709888996327772,0.00029846962330357167
18.87053608894348,73.22152268049906,2384166,0.17708990916360448,0.00029309168506673407
19.409433126449585,75.22637511132076,2449446,0.1770819341734905,0.0002880069654737052
19.86792516708374,78.75949755841971,2564488,0.1770744520798807,0.0002842724720161546
20.43384313583374,80.76434998924141,2629768,0.1770658163555714,0.0002795987633502532
20.97851300239563,82.76920242006311,2695048,0.17705843716905129,0.0002751338721952715
21.555859088897705,84.77405485088481,2760328,0.1770499892281651,0.0002708495017197962
22.093637943267822,86.77890728170651,2825608,0.17704215365109327,0.00026673968759565906
22.655745029449463,88.78375971252821,2890888,0.17703534908675195,0.0002627863129338681
23.20699906349182,90.78861214334991,2956168,0.17702781266751752,0.00025895935202686584
23.763211011886597,92.79346457417161,3021448,0.17702112853854376,0.00025527408783192933
24.28795599937439,94.79831700499331,3086728,0.17701339905737587,0.00025171523910313785
24.83413815498352,96.80316943581501,3152008,0.17700711966274238,0.00024826863944529706
25.3906729221344,98.80802186663671,3217288,0.1770004592416904,0.00024493251594963675
25.724160194396973,100.01093332512973,3256456,0.1769965044585523,0.0002429668673102067
