Time,Epochs,Samples,Obj,GradMap
0.7924730777740479,0.0,0,0.0019285435978543708,0.0011762415120034101
13.24828314781189,2.001252986168944,1162752,0.0003100896614808671,0.00022819495313396577
25.09721302986145,4.002505972338024,2325504,0.00016249786362524223,0.00013197818852303457
38.02381229400635,6.003758958507103,3488256,0.00010806646173841894,9.331984307133108e-05
49.629189252853394,8.005011944676182,4651008,8.006077671029869e-05,7.22076481051087e-05
61.01216220855713,10.006264930845262,5813760,6.315076255476386e-05,5.8873733283846814e-05
72.78950619697571,12.007517917014342,6976512,5.191876930898893e-05,4.970025105788419e-05
84.59177112579346,14.008770903183422,8139264,4.390924713396072e-05,4.295804846512515e-05
95.85499024391174,16.010023889352496,9302016,3.797332611996065e-05,3.7840491597383715e-05
107.76217412948608,18.01127687552023,10464768,3.3383815360606474e-05,3.379925133141853e-05
119.32320523262024,20.012529861687966,11627520,2.9736694596072484e-05,3.0528261461681485e-05
130.55985116958618,22.0137828478557,12790272,2.6774622863125014e-05,2.7828140934712904e-05
142.03987097740173,24.015035834023436,13953024,2.4335363862490654e-05,2.5572103587411877e-05
153.05533599853516,26.01628882019117,15115776,2.2274218860485016e-05,2.3640746002591234e-05
165.0211992263794,28.017541806358906,16278528,2.0523490138306762e-05,2.1980653613556914e-05
176.53251004219055,30.01879479252664,17441280,1.9019056250901386e-05,2.053855817018474e-05
188.087553024292,32.02004777869438,18604032,1.770887982041703e-05,1.9270104356846556e-05
199.43857622146606,34.02130076486211,19766784,1.6562998539586644e-05,1.815044892700973e-05
210.6941089630127,36.02255375102985,20929536,1.5547931050238885e-05,1.715012593975257e-05
221.90003991127014,38.02380673719758,22092288,1.464548222538591e-05,1.6253601360165683e-05
233.18985199928284,40.02505972336532,23255040,1.3840106325487373e-05,1.544762795547201e-05
245.32914900779724,42.02631270953305,24417792,1.3113566038124234e-05,1.4715466553897896e-05
258.06424927711487,44.02756569570079,25580544,1.2456912337781847e-05,1.4049369711995961e-05
270.3031461238861,46.02881868186852,26743296,1.1860631477010097e-05,1.3440765572189334e-05
282.34089612960815,48.03007166803626,27906048,1.131529988721356e-05,1.288089611879895e-05
294.3644440174103,50.03132465420399,29068800,1.0816677007698076e-05,1.2366132930938357e-05
306.4824481010437,52.03257764037173,30231552,1.0358875333151143e-05,1.1891014549152266e-05
319.3309462070465,54.03383062653946,31394304,9.9368039842869e-06,1.145077758302742e-05
331.3721013069153,56.0350836127072,32557056,9.546421259204894e-06,1.1041645893464536e-05
343.45574927330017,58.03633659887493,33719808,9.18458682882291e-06,1.0660699279117388e-05
355.17339396476746,60.03758958504267,34882560,8.848536941750675e-06,1.0305386007440752e-05
367.0635652542114,62.0388425712104,36045312,8.534653119035816e-06,9.972087475740348e-06
379.63227701187134,64.04009555737825,37208064,8.240764577620273e-06,9.658767475221268e-06
391.7298240661621,66.04134854355136,38370816,7.966340105025868e-06,9.365067498128536e-06
403.87475991249084,68.04260152972448,39533568,7.709029754286044e-06,9.08866332194763e-06
416.04688119888306,70.04385451589759,40696320,7.467591568944508e-06,8.828382100247217e-06
427.9065260887146,72.0451075020707,41859072,7.23945615780755e-06,8.581597166509702e-06
439.85058999061584,74.04636048824382,43021824,7.023806716992082e-06,8.347542718766624e-06
451.7801151275635,76.04761347441693,44184576,6.820203812199051e-06,8.125850579656394e-06
463.6665470600128,78.04886646059005,45347328,6.6284045090017865e-06,7.916362601964088e-06
475.39541816711426,80.05011944676316,46510080,6.446309240622049e-06,7.71687708918126e-06
486.6192982196808,82.05137243293628,47672832,6.274036208547782e-06,7.527604500092614e-06
497.86159801483154,84.05262541910939,48835584,6.110075944222271e-06,7.346958511129279e-06
509.27830505371094,86.0538784052825,49998336,5.954532613271685e-06,7.175118467415678e-06
521.1333320140839,88.05513139145562,51161088,5.806395191999568e-06,7.011027382543591e-06
532.5792279243469,90.05638437762873,52323840,5.665367893041218e-06,6.854412094669067e-06
544.4377191066742,92.05763736380185,53486592,5.530445962532327e-06,6.704204234916739e-06
556.7736270427704,94.05889034997496,54649344,5.401656561371616e-06,6.5604749243122775e-06
568.591147184372,96.06014333614807,55812096,5.27842241320946e-06,6.422791670121898e-06
580.5442450046539,98.06139632232119,56974848,5.160616121965226e-06,6.290700690480141e-06
592.0980060100555,100.00184505660265,58102272,5.050891621054067e-06,6.1674015113956945e-06
